color_element	spell_incantation
orange	"Let the metal of the earth heed my call, and bend to my will; I command the power of the forge, shaping metal and steel with the fury of my magic; Metallic Might of the Elemental Smith!"
orange	"Let the power of the earth flow through me, granting me the strength to shatter mountains and crumble cities; Unleash the Titan's Wrath of the Earth's Fury!"
orange	Let the power of the earth's molten heart be mine to command; Unleash the Incandescent Fury of the Magma's Heart's Dominion;
orange	"Let the very earth and stone heed my call; With the power of the mountains and the unbreakable will of steel, I invoke the Adamantine Wall!"
orange	"Let the very ground beneath my feet become a weapon against my enemies, as I unleash the fury of the earth's wrath; Unleash the Unstoppable Fury of the Earth's Quake!"
orange	"Let the very ground tremble and quake beneath my foes, as I unleash the raw might of the earth itself; By the strength of the mountains and the power of the stones, I summon forth the Seismic Cataclysm of the Earth's Wrath!"
orange	"Mighty titans, slumbering within the earth's embrace, awaken to my summons; Rise and let the world tremble beneath the footsteps of the colossal giants; Catastrophic Quake of the Earthen Colossus!"
orange	"My will commands the very earth beneath our feet, and it rises up to do my bidding; Behold the power of the earth; Rise!"
orange	"O' ancient earth, I call upon your primordial might; Let the very ground beneath my feet be my ally, as I unleash the full force of your seismic power upon my enemies; Groundbreaker of the Terra Titans!"
orange	"O' ancient guardians of the earth, lend me your strength and imbue my weapons with the power of the unyielding stone; Let my blade cleave through the very foundations of my enemies' fortresses, as I bring their walls crashing down; Earth's Blade of the Unyielding Stone!"
orange	"O' ancient guardians of the earth's power, lend me your strength and let me become a living weapon of the unyielding stone; Let my enemies tremble before my power, as I crush their fortresses with my unyielding might; Stoneform of the Unbreakable Earth!"
orange	"O' ancient spirits of the earth, grant me the power to transform myself into a being of living stone; Let my skin become like armor and my strength become like mountains; Transmute, Stone Form!"
orange	"O' ancient spirits of the earth, hear my plea and heed my call; Let the ground beneath me quake with the fury of the earth's might, as I unleash the unbridled power of the seismic upheaval; Fury of the Earthenquake!"
orange	"O' ancient spirits of the earth, lend me your power and become my guardians; Let the earth itself rise up to protect me and crush my enemies; Rise, Stone Sentinel!"
orange	"O' ancient spirits of the earth, lend me your power and let me wield the might of the very rocks themselves; Let me shatter mountains and move the earth with but a thought; Command, Rock Crusher!"
orange	"O' ancient spirits of the earth, rise and unleash your unbridled might; Let the very ground tremble beneath your wrath, and let your seismic fury smite my foes; Earthen Cataclysm of the Unleashed Titans!"
orange	"O' earth and metal, grant me your strength and let me become an unstoppable force of destruction; Let the very earth tremble at my feet, as I unleash the power of the Iron Colossus; Iron Torrent of the Earth's Fury!"
orange	"O' earth, ancient and unyielding, heed my call and awaken the primordial strength within; Let the power of the mountains and valleys flow through my veins, and let my enemies tremble before the unstoppable force of nature; Terra's Conviction of the Unbroken!"
orange	"O' earth, boundless and unyielding, grant me the power of your unbreakable fortitude; Let my body become as impenetrable as the mountain, as I become the invincible rock that stands against all who oppose me; Fortitude of the Earthen Rampart!"
orange	"O' embrace of the nurturing earth, strengthen the bonds of unity among my allies; Let their hearts beat as one, each standing strong for the others and sharing in their burdens; Fortification of the Earthen Unity!"
orange	"O' guardians of the ancient ruins, heed my call and awaken the power of the unyielding earth; Let the stones and the pillars become my allies, as I harness their power to crush my enemies beneath their weight; Ruinfall of the Unyielding Earth!"
orange	"O' guardians of the earth, heed my call and let the very ground become my weapon; Rise up and strike my foes with the force of an earthquake; Quake, Earth Shatterer!"
orange	"O' guardians of the earth, let me unleash the power of seismic magic; Let the very ground itself tremble at my command and let my enemies be swallowed up by the earth; Tremble, Quake Caller!"
orange	"O' guardians of the precious metals, lend me your strength; Let the power of the unyielding earth flow through my veins, and transform my body into an unbreakable alloy of steel; Metalform of the Unyielding Earth!"
orange	"O' mighty lords of the underground, heed my call and lend me your power; Let the molten fires of the earth flow through my veins, and let my enemies be consumed by the searing inferno of my wrath; Magma Surge of the Earth's Fury!"
orange	"O' mighty spirits of the earth, heed my call and become my unbreakable shield; Let the very earth rise up and protect me from all harm; Shield of the Earthbound Titan!"
orange	"O' mighty spirits of the earth, heed my call and become my unbreakable shield; Let the very earth rise up and protect me from all harm; Shield of the Earthbound Titan!"
orange	"O' mountains of the ancient earth, lend me your titanic strength; Let the very ground beneath me tremble and quake, as I unleash the full power of your seismic fury; Raging Quake of the Terra Titans!"
orange	"O' mountains of the ancient earth, lend me your unyielding strength; Let the very ground beneath me tremble and quake, as I unleash the full power of your seismic fury upon my foes; Earthshaker of the Terra Titans!"
orange	"O' shining metal, I call upon your shining radiance; Let the very essence of your being be my armor, as I face the fires of battle with unyielding resolve; Armor of the Glittering Steel!"
orange	"O' shining metal, I call upon your shining radiance; Let the very essence of your being be my blade, as I face the fires of battle with unyielding resolve; Sword of the Glittering Steel!"
orange	"O' spirits of metal and the unyielding strength of the forge, heed my call and imbue my weapons and armor with the power of unbreakable steel; Let them cleave through all that stands in my way, and let my enemies fall before my unyielding might; Enchantment of the Unbreakable Forge!"
orange	"O' spirits of metal and the unyielding strength of the forge, lend me your power and let my weapons and armor be unbreakable; Let the blades of my swords be sharper than any other, and let my armor withstand any attack; Unbreakable Strength of the Metal Forge!"
